happening.n.01	an event that happens	HAPPEN_OCCUR
transshipment.n.01	the transfer from one conveyance to another for shipment	CARRY_TRANSPORT
puff.n.01	a short light gust of air	CARRY_TRANSPORT
gust.n.01	a strong current of air	TRAVEL
weather.n.01	the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation	CHANGE-APPEARANCE/STATE
absorption.n.01	(chemistry) a process in which one substance permeates another; a fluid permeates or is dissolved by a liquid or solid	ABSORB
sorption.n.01	the process in which one substance takes up or holds another (by either absorption or adsorption)	ABSORB
sucking.n.01	the act of sucking	ATTRACT_SUCK
consumption.n.01	the process of taking food into the body through the mouth (as by eating)	EAT_BITE
absorption.n.02	(physics) the process in which incident radiated energy is retained without reflection or transmission on passing through a medium	ABSORB
adsorption.n.01	the accumulation of molecules of a gas to form a thin film on the surface of a solid	ABSORB
assimilation.n.03	the process of absorbing nutrients into the body after digestion	ABSORB
imbibition.n.01	(chemistry) the absorption of a liquid by a solid or gel	ABSORB
chemisorption.n.01	adsorption (especially when irreversible) by means of chemical instead of physical forces	ABSORB
resorption.n.01	the organic process in which the substance of some differentiated structure that has been produced by the body undergoes lysis and assimilation	ABSORB
assimilation.n.02	the social process of absorbing one cultural group into harmony with another	CO-OPT
borrowing.n.01	the appropriation (of ideas or words etc) from another source	LEARN
acquiring.n.01	the act of acquiring something	CHANGE-APPEARANCE/STATE
approach.n.01	ideas or actions intended to deal with a problem or situation	LEARN
conceptualization.n.01	inventing or contriving an idea or explanation and formulating it mentally	CREATE_MATERIALIZE
creation.n.01	the human act of creating	CREATE_MATERIALIZE
cinch.n.01	any undertaking that is easy to do	LEARN
undertaking.n.01	any piece of work that is undertaken or attempted	WORK
work.n.01	activity directed toward making or doing something	WORK
professionalization.n.01	the social process whereby people come to engage in an activity for pay or as a means of livelihood	LEARN
socialization.n.03	the adoption of the behavior patterns of the surrounding culture	TEACH
adoption.n.02	a legal proceeding that creates a parent-child relation between persons not related by blood; the adopted child is entitled to all privileges belonging to a natural child of the adoptive parents (including the right to inherit)	CO-OPT
proceeding.n.01	(law) the institution of a sequence of steps by which legal judgments are invoked	ORGANIZE
co-option.n.01	the selection of a new member (usually by a vote of the existing membership)	CO-OPT
choice.n.02	the act of choosing or selecting	CHOOSE
co-option.n.02	the act of appointing summarily (with or without the appointee's consent)	CO-OPT
appointment.n.01	the act of putting a person into a non-elective position	ASSIGN-smt-to-smn
decision.n.01	the act of making up your mind about something	SETTLE_CONCILIATE
engagement.n.07	the act of sharing in the activities of a group	PARTICIPATE
retraction.n.01	a disavowal or taking back of a previous assertion	SPEAK
disavowal.n.01	denial of any connection with or knowledge of	REFUSE
denial.n.01	the act of refusing to comply (as with a request)	REFUSE
renunciation.n.04	the act of renouncing; sacrificing or giving up or surrendering (a possession or right or title or privilege etc.)	SPEAK
rejection.n.01	the act of rejecting something	REFUSE
catharsis.n.01	(psychoanalysis) purging of emotional tensions	SPEAK
purge.n.02	an act of removing by cleansing; ridding of sediment or other undesired elements	WASH_CLEAN
cleaning.n.01	the act of making something clean	WASH_CLEAN
improvement.n.02	the act of improving something	AMELIORATE
address.n.03	the act of delivering a formal spoken communication to an audience	SPEAK
public_speaking.n.01	delivering an address to a public audience	SPEAK
discussion.n.01	an extended communication (often interactive) dealing with some particular topic	SPEAK
advertising.n.02	the business of drawing public attention to goods and services	SPEAK
controversy.n.01	a contentious speech act; a dispute where there is strong disagreement	CRITICIZE
dispute.n.01	a disagreement or argument about something important	DISTINGUISH_DIFFER
disagreement.n.03	the speech act of disagreeing or arguing or disputing	DISTINGUISH_DIFFER
articulation.n.03	expressing in coherent verbal form	SPEAK
expression.n.03	the communication (in speech or writing) of your beliefs or opinions	SPEAK
talk.n.05	idle gossip or rumor	SPEAK
gossip.n.02	a report (often malicious) about the behavior of other people	REVEAL
report.n.02	the act of informing by verbal report	REPRESENT
informing.n.02	a speech act that conveys information	INFORM
tattle.n.01	disclosing information or giving evidence about another	INFORM
disclosure.n.01	the speech act of making something evident	REVEAL
bark.n.02	a noise resembling the bark of a dog	SPEAK
noise.n.01	sound of any kind (especially unintelligible or dissonant sound)	MAKE-A-SOUND
sound.n.04	the sudden occurrence of an audible event	MAKE-A-SOUND
rumor.n.01	gossip (usually a mixture of truth and untruth) passed around by word of mouth	SPEAK
hesitation.n.03	the act of pausing uncertainly	STOP
pause.n.02	temporary inactivity	STOP
redaction.n.02	the act of putting something in writing	SPEAK
writing.n.01	the act of creating written works	CREATE_MATERIALIZE
chorus.n.01	any utterance produced simultaneously by a group	SPEAK
intercommunication.n.01	mutual communication; communication with each other	SPEAK
complaint.n.03	an expression of grievance or resentment	SPEAK
gripe.n.01	informal terms for objecting	OFFEND_DISESTEEM
presentation.n.04	the act of presenting a proposal	SHOW
proposal.n.03	the act of making a proposal	PROPOSE
diversion.n.02	a turning aside (of your course or attention or concern)	TURN_CHANGE-DIRECTION
turn.n.02	the act of changing or reversing the direction of the course	TURN_CHANGE-DIRECTION
change_of_direction.n.01	the act of changing the direction in which something is oriented	ORIENT
proclamation.n.02	the formal act of proclaiming; giving public notice	ASSIGN-smt-to-smn
verbalization.n.02	the activity of expressing something in words	SPEAK
offer.n.01	the verbal act of offering	GIVE_GIFT
fibbing.n.01	a trivial act of lying or being deliberately unclear	DECEIVE
lying.n.01	the deliberate act of deviating from the truth	DECEIVE
falsification.n.02	a willful perversion of facts	DECEIVE
wrongdoing.n.02	activity that transgresses moral or civil law	BEHAVE
gargle.n.02	the sound produced while gargling	SPEAK
giving.n.02	the imparting of news or promises etc.	INFORM
conveyance.n.02	the transmission of information	INFORM
transmission.n.02	communication by means of transmitted signals	CIRCULATE_SPREAD_DISTRIBUTE
release.n.09	activity that frees or expresses creative energy or emotion	SPEAK
gulp.n.02	a spasmodic reflex of the throat made as if in swallowing	SPEAK
reaction.n.03	a bodily process occurring due to the effect of some antecedent stimulus or agent	REACT
harangue.n.01	a loud bombastic declamation expressed with strong emotion	SPEAK
declamation.n.01	vehement oratory	CRITICIZE
hiss.n.01	a fricative sound (especially as an expression of disapproval)	MAKE-A-SOUND
raving.n.01	declaiming wildly	SPEAK
leak.n.05	unauthorized (especially deliberate) disclosure of confidential information	SPEAK
lecture.n.03	teaching by giving a discourse on some subject (typically to a class)	SPEAK
education.n.04	the profession of teaching (especially at a school or college or university)	TEACH
lecture.n.01	a speech that is open to the public	SPEAK
listing.n.02	the act of making a list of items	RECORD
organization.n.06	the activity or result of distributing or disposing persons or things properly or methodically	ORGANIZE
mutter.n.01	a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech	SPEAK
commemoration.n.01	a ceremony to honor the memory of someone or something	CELEBRATE_PARTY
ceremony.n.01	a formal event performed on a special occasion	BEHAVE
sermon.n.01	an address of a religious nature (usually delivered during a church service)	SPEAK
talk.n.02	discussion; (`talk about' is a less formal alternative for `discussion of')	SPEAK
sass.n.01	an impudent or insolent rejoinder	SPEAK
rejoinder.n.01	a quick reply to a question or remark (especially a witty or critical one)	ANSWER
reply.n.02	the speech act of continuing a conversational exchange	ANSWER
relation.n.04	an act of narration	SPEAK
narration.n.02	the act of giving an account describing incidents or a course of events	SPEAK
gasp.n.01	a short labored intake of breath with the mouth open	BREATH_BLOW
inhalation.n.01	the act of inhaling; the drawing in of air (or other gases) as in breathing	BREATH_BLOW
panting.n.01	breathing heavily (as after exertion)	BREATH_BLOW
breathing.n.01	the bodily process of inhalation and exhalation; the process of taking in oxygen from inhaled air and releasing carbon dioxide by exhalation	BREATH_BLOW
perjury.n.01	criminal offense of making false statements under oath	SPEAK
misdemeanor.n.01	a crime less serious than a felony	VIOLATE
crime.n.01	(criminal law) an act punishable by law; usually considered an evil act	VIOLATE
transgression.n.01	the act of transgressing; the violation of a law or a duty or moral principle	VIOLATE
peroration.n.01	a flowery and highly rhetorical oration	SPEAK
prayer.n.02	reverent petition to a deity	SPEAK
request.n.02	the verbal act of requesting	ASK_REQUEST
prayer.n.01	the act of communicating with a deity (especially as a petition or in adoration or contrition or thanksgiving)	SPEAK
worship.n.01	the activity of worshipping	PERFORM
recitation.n.02	a public instance of reciting or repeating (from memory) something prepared in advance	SPEAK
boom.n.01	a deep prolonged loud noise	MAKE-A-SOUND
affirmation.n.02	the act of affirming or asserting or stating something	AFFIRM
telling.n.02	informing by words	INFORM
communion.n.02	sharing thoughts and feelings	SPEAK
sigh.n.02	a sound like a person sighing	BREATH_BLOW
singalong.n.01	informal group singing of popular songs	SING
singing.n.01	the act of singing vocal music	SING
presentation.n.02	a show or display; the act of presenting something to sight or view	SHOW
show.n.01	the act of publicly exhibiting or entertaining	SHOW
entertainment.n.01	an activity that is diverting and that holds the attention	CAUSE-MENTAL-STATE
diversion.n.01	an activity that diverts or amuses or stimulates	CAUSE-MENTAL-STATE
snivel.n.01	whining in a tearful manner	CRY
crying.n.01	the process of shedding tears (usually accompanied by sobs or other inarticulate sounds)	CRY
whimper.n.01	a complaint uttered in a plaintive whining way	SPEAK
spiel.n.01	plausible glib talk (especially useful to a salesperson)	SPEAK
channel.n.05	(often plural) a means of communication or access	CIRCULATE_SPREAD_DISTRIBUTE
spatter.n.01	the noise of something spattering or sputtering explosively	MAKE-A-SOUND
withdrawal.n.01	a retraction of a previously held position	SPEAK
voice.n.05	a means or agency by which something is expressed or communicated	SPEAK
implementation.n.02	the act of implementing (providing a practical means for accomplishing something); carrying into effect	USE
access.n.05	(computer science) the operation of reading or writing stored information	TAKE
processing.n.01	preparing or putting through a prescribed procedure	PREPARE
winning.n.01	succeeding with great difficulty	TAKE
attainment.n.01	the act of achieving an aim	ACHIEVE
accomplishment.n.01	the action of accomplishing something	CARRY-OUT-ACTION
evolution.n.02	(biology) the sequence of events involved in the evolutionary development of a species or taxonomic group of organisms	AMELIORATE
pickings.n.01	the act of someone who picks up or takes something	STEAL_DEPRIVE
catch.n.09	the act of catching an object with the hands	CATCH
touch.n.05	the act of putting two things together with no space between them	TOUCH
pickup.n.09	the act of taking aboard passengers or freight	TAKE
admission.n.01	the act of admitting someone to enter	AUTHORIZE_ADMIT
entrance.n.03	the act of entering	APPEAR
arrival.n.02	the act of arriving at a certain place	ARRIVE
insertion.n.02	the act of putting one thing into another	INSERT
inclusion.n.04	the act of including	ADD
increase.n.05	the act of increasing something	INCREASE_ENLARGE_MULTIPLY
clearance.n.03	permission to proceed	AUTHORIZE_ADMIT
authentication.n.02	validating the authenticity of something or someone	GUARANTEE_ENSURE_PROMISE
validation.n.01	the act of validating; finding or testing the truth of something	PROVE
determination.n.01	the act of determining the properties of something, usually by research or calculation	FIND
discovery.n.01	the act of discovering something	FIND
certification.n.01	the act of certifying or bestowing a franchise on	AUTHORIZE_ADMIT
commitment.n.05	the official act of consigning a person to confinement (as in a prison or mental hospital)	FOLLOW_SUPPORT_SPONSOR_FUND
confinement.n.02	the act of restraining of a person's liberty by confining them	CAGE_IMPRISON
restraint.n.01	the act of controlling by restraining someone or something	RETAIN_KEEP_SAVE-MONEY
control.n.05	the activity of managing or exerting control over something	MANAGE
initiation.n.02	the act of starting something for the first time; introducing something new	ESTABLISH
beginning.n.05	the act of starting something	BEGIN
legalization.n.01	the act of making lawful	AUTHORIZE_ADMIT
formalization.n.01	the act of making formal (as by stating formal rules governing classes of expressions)	AUTHORIZE_ADMIT
systematization.n.01	systematic organization; the act of organizing something according to a system or a rationale	THINK
initiation.n.01	a formal entry into an organization or position or office	ASSIGN-smt-to-smn
legislation.n.02	the act of making or enacting laws	AUTHORIZE_ADMIT
government.n.02	the act of governing; exercising authority	INFLUENCE
enactment.n.01	the passing of a law by a legislative body	ORDER
legitimation.n.01	the act of rendering a person legitimate	AUTHORIZE_ADMIT
liberalization.n.01	the act of making less strict	LIBERATE_ALLOW_AFFORD
easing.n.02	the act of reducing something unpleasant (as pain or annoyance)	HELP_HEAL_CARE_CURE
decrease.n.04	the act of decreasing or reducing something	REDUCE_DIMINISH
monetization.n.01	establishing something (e.g. gold or silver) as the legal tender of a country	AUTHORIZE_ADMIT
readmission.n.01	the act of admitting someone again	AUTHORIZE_ADMIT
repatriation.n.01	the act of returning to the country of origin	MOVE-SOMETHING
return.n.02	a coming to or returning home	MOVE-BACK
sanction.n.04	the act of final authorization	AUTHORIZE_ADMIT
banking.n.02	transacting business with a bank; depositing or withdrawing funds or requesting a loan etc.	CARRY-OUT-ACTION
finance.n.01	the commercial activity of providing funds and capital	PAY
suppression.n.02	the act of withholding or withdrawing some book or writing from publication or circulation	RETAIN_KEEP_SAVE-MONEY
mortification.n.04	(Christianity) the act of mortifying the lusts of the flesh by self-denial and privation (especially by bodily pain or discomfort inflicted on yourself)	RETAIN_KEEP_SAVE-MONEY
withholding.n.01	the act of deducting from an employee's salary	RETAIN_KEEP_SAVE-MONEY
subtraction.n.02	the act of subtracting (removing a part from the whole)	REMOVE_TAKE-AWAY_KIDNAP
economy.n.04	an act of economizing; reduction in cost	RETAIN_KEEP_SAVE-MONEY
filing.n.04	preservation and methodical arrangement as of documents and papers etc.	RETAIN_KEEP_SAVE-MONEY
storage.n.01	the act of storing something	RETAIN_KEEP_SAVE-MONEY
retention.n.01	the act of retaining something	RETAIN_KEEP_SAVE-MONEY
possession.n.01	the act of having and controlling property	POSSESS
redeposition.n.01	deposition from one deposit to another	RETAIN_KEEP_SAVE-MONEY
accretion.n.01	an increase by natural growth or addition	INCREASE_ENLARGE_MULTIPLY
increase.n.03	a process of becoming larger or longer or more numerous or more important	INCREASE_ENLARGE_MULTIPLY
repositing.n.01	depositing in a warehouse	RETAIN_KEEP_SAVE-MONEY
deposit.n.09	the act of putting something somewhere	PUT_APPLY_PLACE_PAVE
buildup.n.01	the act of building up an accumulation	INCREASE_ENLARGE_MULTIPLY
accumulation.n.03	the act of accumulating	AMASS
inhibition.n.01	(psychology) the conscious exclusion of unacceptable thoughts or desires	RETAIN_KEEP_SAVE-MONEY
reservation.n.07	the act of keeping back or setting aside for some future occasion	RETAIN_KEEP_SAVE-MONEY
preservation.n.01	the activity of protecting something from loss or danger	PROTECT
protection.n.01	the activity of protecting someone or something	PROTECT
retrenchment.n.02	the reduction of expenditures in order to become financially stable	RETAIN_KEEP_SAVE-MONEY
tankage.n.03	the act of storing in tanks	RETAIN_KEEP_SAVE-MONEY
act.n.04	a short theatrical performance that is part of a longer program	PERFORM
performance.n.01	a dramatic or musical entertainment	PERFORM
show.n.03	a social event involving a public performance or entertainment	SHOW
acting.n.01	the performance of a part or role in a drama	PERFORM
play.n.02	a theatrical performance of a drama	PERFORM
theatrical_performance.n.01	a performance of a play	PERFORM
roleplaying.n.01	acting a particular role (as in psychotherapy)	PERFORM
blow.n.07	forceful exhalation through the nose or mouth	BREATH_BLOW
exhalation.n.02	the act of expelling air from the lungs	BREATH_BLOW
intonation.n.03	the act of singing in a monotonous tone	SING
intonation.n.04	the production of musical tones (by voice or instrument); especially the exactitude of the pitch relations	PERFORM
intonation.n.02	singing by a soloist of the opening piece of plainsong	PERFORM
cantillation.n.01	liturgical chanting	PERFORM
cartwheel.n.02	acrobatic revolutions with the body turned sideways and the arms and legs outstretched like the spokes of a wheel	PERFORM
stunt.n.01	a difficult or unusual or dangerous feat; usually done to gain attention	PERFORM
chasse.n.01	(ballet) quick gliding steps with one foot always leading	TRAVEL
locomotion.n.02	self-propelled movement	GO-FORWARD
concert.n.01	a performance of music by players or singers not involving theatrical staging	PERFORM
conducting.n.02	the direction of an orchestra or choir	PERFORM
declamation.n.02	recitation of a speech from memory with studied gestures and intonation as an exercise in elocution or rhetoric	PERFORM
drum.n.02	the sound of a drum	PERFORM
drumming.n.01	the act of playing drums	PERFORM
glissade.n.01	(ballet) a gliding or sliding step in ballet	PERFORM
harmonization.n.02	singing in harmony	PERFORM
character.n.04	an actor's portrayal of someone in a play	PERFORM
portrayal.n.02	acting the part of a character on stage; dramatically representing the character by speech and action and gesture	PERFORM
imposture.n.01	pretending to be another person	DECEIVE
deception.n.02	the act of deceiving	DECEIVE
impersonation.n.03	imitating the mannerisms of another person	PERFORM
interlude.n.02	a brief show (music or dance etc) inserted between the sections of a longer performance	PERFORM
rendition.n.04	the act of interpreting something as expressed in an artistic performance	REPRESENT
rendition.n.01	a performance of a musical composition or a dramatic role etc.	PERFORM
ring.n.06	the sound of a bell ringing; ; ; --E. A. Poe	PERFORM
knell.n.01	the sound of a bell rung slowly to announce a death or a funeral or the end of something	PERFORM
bell.n.03	the sound of a bell being struck	PERFORM
make-believe.n.02	the enactment of a pretense	PERFORM
pretense.n.01	the act of giving a false appearance	DECEIVE
piping.n.03	playing a pipe or the bagpipes	PERFORM
playing.n.01	the act of playing a musical instrument	PERFORM
pirouette.n.01	(ballet) a rapid spin of the body (especially on the toes as in ballet)	PERFORM
spin.n.02	the act of rotating rapidly	MOVE-SOMETHING
rotation.n.01	the act of rotating as if on an axis	TURN_CHANGE-DIRECTION
motion.n.03	a change of position that does not entail a change of location	MOVE-SOMETHING
playback.n.01	the act of reproducing recorded sound	PERFORM
reproduction.n.04	the act of making copies	COPY
copying.n.01	an act of copying	COPY
repetition.n.02	the act of doing or performing again	REPEAT
replay.n.02	the immediate rebroadcast of some action (especially sports action) that has been recorded on videotape	PERFORM
premiere.n.01	the first public performance of a play or movie	PERFORM
stage.n.04	the theater as a profession (usually `the stage')	PERFORM
rerun.n.01	a program that is broadcast again	TRANSMIT
broadcast.n.02	a radio or television show	CIRCULATE_SPREAD_DISTRIBUTE
axial_rotation.n.01	rotary motion of an object around its own axis	ROLL
rotation.n.03	a single complete turn (axial or orbital)	TRAVEL
turning.n.04	a movement in a new direction	TURN_CHANGE-DIRECTION
movement.n.03	a natural event that involves a change in the position or location of something	GO-FORWARD
skirl.n.01	the sound of (the chanter of) a bagpipe	MAKE-A-SOUND
somersault.n.01	an acrobatic feat in which the feet roll over the head (either forward or backward) and return	PERFORM
tumble.n.01	an acrobatic feat of rolling or turning end over end	PERFORM
sound.n.03	mechanical vibrations transmitted by an elastic medium	MAKE-A-SOUND
strum.n.01	sound of strumming	PERFORM
thrum.n.01	a thrumming sound	PERFORM
acrobatics.n.02	the performance of stunts while in flight in an aircraft	PERFORM
tootle.n.01	the sound of casual playing on a musical instrument	PERFORM
acrobatics.n.01	the gymnastic moves of an acrobat	PERFORM
sport.n.01	an active diversion requiring physical exertion and competition	BEHAVE
twang.n.01	a sharp vibrating sound (as of a plucked string)	PERFORM
whistling.n.02	the act of whistling a tune	PERFORM
completion.n.01	(American football) a successful forward pass in football	ACHIEVE
maneuver.n.03	a deliberate coordinated movement requiring dexterity and skill	DIRECT_AIM_MANEUVER
arrival.n.01	accomplishment of an objective	ACHIEVE
passing.n.07	success in satisfying a test or requirement	ACHIEVE
overachievement.n.01	better than expected performance (better than might have been predicted from intelligence tests)	ACHIEVE
run.n.01	a score in baseball made by a runner touching all four bases safely	ACHIEVE
score.n.10	the act of scoring in a game or sport	SCORE
underachievement.n.01	poorer than expected performance (poorer than might have been predicted from intelligence tests)	ACHIEVE
abandonment.n.01	the act of giving something up	BETRAY
change.n.04	the result of alteration or modification	DIVERSIFY
consequence.n.01	a phenomenon that follows and is caused by some previous phenomenon	RESULT_CONSEQUENCE
change.n.01	an event that occurs when something passes from one state or phase to another	DIVERSIFY
alteration.n.02	the act of making something different (as e.g. the size of a garment)	ADJUST_CORRECT
brutalization.n.03	an act that makes people cruel or lacking normal human qualities	CHANGE_SWITCH
degradation.n.01	changing to a lower state (a less respected state)	DEBASE_ADULTERATE
assimilation.n.04	a linguistic process by which a sound becomes similar to an adjacent sound	CHANGE_SWITCH
turn.n.04	an unforeseen development	CHANGE_SWITCH
development.n.04	a recent event that has some relevance for the present situation	HAPPEN_OCCUR
switch.n.07	the act of changing one thing or position for another	CHANGE_SWITCH
shift.n.01	an event in which something is displaced without rotation	CHANGE-HANDS
translation.n.02	a uniform movement without rotation	MOVE-SOMETHING
change_of_location.n.01	a movement through space that changes the location of something	GO-FORWARD
turning.n.02	act of changing in practice or custom	CHANGE_SWITCH
covariation.n.01	(statistics) correlated variation	CHANGE_SWITCH
discoloration.n.02	the act of changing the natural color of something by making it duller or dingier or unnatural or faded	CHANGE_SWITCH
coloring.n.03	the act or process of changing the color of something	CHANGE_SWITCH
film_editing.n.01	the activity of selecting the scenes to be shown and putting them together to create a film	ADJUST_CORRECT
depersonalization.n.03	representing a human being as a physical thing deprived of personal qualities or individuality	CHANGE_SWITCH
objectification.n.01	the act of representing an abstraction as a physical thing	CONVERT
realization.n.02	making real or giving the appearance of reality	CREATE_MATERIALIZE
substitution.n.01	an event in which one thing is substituted for another	REPLACE
variation.n.01	an instance of change; the rate or magnitude of change	CHANGE_SWITCH
substitution.n.02	the act of putting one thing or person in the place of another:	REPLACE
test.n.05	the act of testing something	RESULT_CONSEQUENCE
attempt.n.01	earnest and conscientious activity intended to do or accomplish something	TRY
humanization.n.01	the act of making more human	CHANGE_SWITCH
mobilization.n.01	act of assembling and putting into readiness for war or other emergency:	PREPARE
modulation.n.02	(electronics) the transmission of a signal by using it to vary a carrier wave; changing the carrier's amplitude or frequency or phase	CHANGE_SWITCH
nationalization.n.02	the action of rendering national in character	CHANGE_SWITCH
revolution.n.01	a drastic and far-reaching change in ways of thinking and behaving	CHANGE_SWITCH
renovation.n.01	the act of improving by renewing and restoring	AMELIORATE
remilitarization.n.01	the act of militarizing again	CHANGE_SWITCH
ritual.n.02	the prescribed procedure for conducting religious ceremonies	CHANGE_SWITCH
practice.n.01	a customary way of operation or behavior	APPLY
ritual.n.01	any customary observance or practice	CHANGE_SWITCH
custom.n.01	accepted or habitual practice	APPLY
secularization.n.01	the activity of changing something (art or education or society or morality etc.) so it is no longer under the control or influence of religion	CHANGE_SWITCH
transformation.n.01	a qualitative change	CHANGE_SWITCH
socialization.n.01	the action of establishing on a socialist basis	CHANGE_SWITCH
transformation.n.05	the act of changing in form or shape or appearance	CHANGE_SWITCH
transition.n.03	a change from one place or state or subject or stage to another	CHANGE_SWITCH
conversion.n.01	an event that results in a transformation	CHANGE_SWITCH
passage.n.01	the act of passing from one state or place to the next	CHANGE_SWITCH
variation.n.08	(astronomy) any perturbation of the mean motion or orbit of a planet or satellite (especially a perturbation of the earth's moon)	DIVERSIFY
perturbation.n.02	(physics) a secondary influence on a system that causes it to deviate slightly	MESS
influence.n.04	the effect of one thing (or person) on another	INFLUENCE
behavior.n.01	manner of acting or controlling yourself	BEHAVE
buffoonery.n.01	acting like a clown or buffoon	BEHAVE
folly.n.04	foolish or senseless behavior	JOKE
play.n.14	gay or light-hearted recreational activity for diversion or amusement	PLAY_SPORT/GAME
antic.n.01	a ludicrous or grotesque act done for fun and amusement	BEHAVE
attitude.n.03	a theatrical pose created for effect	BEHAVE
affectation.n.01	a deliberate pretense or exaggerated display	BEHAVE
boast.n.01	speaking of yourself in superlatives	BEHAVE
brag.n.01	an instance of boastful talk	ENJOY
braggadocio.n.01	vain and empty boasting	BEHAVE
vaunt.n.01	extravagant self-praise	BEHAVE
escapade.n.02	any carefree episode	BEHAVE
celebration.n.01	a joyful occasion for special festivities to mark some happy event	CELEBRATE_PARTY
celebration.n.03	the public performance of a sacrament or solemn ceremony with all appropriate ritual	CELEBRATE_PARTY
celebration.n.02	any joyous diversion	CELEBRATE_PARTY
flirt.n.02	playful behavior intended to arouse sexual interest	BEHAVE
dalliance.n.01	the deliberate act of delaying and playing instead of working	SPEND-TIME_PASS-TIME
delay.n.02	the act of delaying; inactivity resulting in something being put off until a later time	DELAY
presumption.n.04	a kind of discourtesy in the form of an act of presuming	BEHAVE
discourtesy.n.03	a lack of politeness; a failure to show regard for others; wounding the feelings or others	HURT_HARM_ACHE
dare.n.01	a challenge to do something dangerous or foolhardy	BEHAVE
challenge.n.02	a call to engage in a contest or fight	COMPETE
dealing.n.01	method or manner of conduct in relation to others	MANAGE
treatment.n.02	the management of someone or something	PREPARE
rush.n.06	a sudden burst of activity	BEHAVE
outburst.n.02	a sudden intense happening	BEGIN
haste.n.02	the act of moving hurriedly and in a careless manner	RUN
hamming.n.01	poor acting by a ham actor	BEHAVE
